date,Australia,Austria,Bahrain,Belgium,Bermuda,Brazil,Canada,Channel Islands,Cyprus,Czech Republic,Denmark,EIRE,European Community,Finland,France,Germany,Greece,Hong Kong,Iceland,Israel,Italy,Japan,Korea,Lebanon,Lithuania,Malta,Netherlands,Nigeria,Norway,Poland,Portugal,RSA,Saudi Arabia,Singapore,Spain,Sweden,Switzerland,Thailand,USA,United Arab Emirates,United Kingdom,Unspecified,West Indies
2010-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,128,0,0,0,0,0,0,0,0,0,0,1782,0,0,0,194,0,0,0,0,0,0,0,0,0,9176,0,0
2010-03-03,0,0,0,1,0,0,0,0,0,0,0,6504,0,0,186,234,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13550,0,0
2010-03-04,167,0,0,0,0,0,0,0,8,0,0,612,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,17596,0,0
2010-03-05,0,0,0,486,0,0,0,0,0,0,0,2666,0,0,217,1039,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13640,0,0
2010-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9804,0,0
2010-03-08,0,209,0,0,0,0,0,0,104,0,0,0,0,0,6,596,0,0,0,0,400,0,0,0,0,0,101,0,0,0,2,0,0,0,0,0,0,0,0,0,14281,0,0
2010-03-09,0,0,0,0,0,0,0,0,0,0,0,12,0,0,481,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,130,0,0,0,0,12001,0,0
2010-03-10,0,0,0,0,0,0,0,0,0,0,0,225,0,0,16,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,17692,0,0
2010-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,12069,0,0
2010-03-12,0,0,0,0,0,0,0,0,0,0,328,442,0,0,160,1,0,0,0,0,0,0,0,0,0,0,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,5818,0,0
2010-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,3531,0,0
2010-03-15,0,0,0,0,0,0,0,0,0,0,0,862,0,0,657,52,0,0,0,0,0,96,0,0,0,0,100,0,0,0,0,0,0,0,0,4,0,0,0,0,13528,0,0
2010-03-16,0,0,0,0,0,0,0,0,296,0,0,4,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,12500,0,0
2010-03-17,0,0,0,0,0,0,0,0,0,0,63974,211,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13354,0,0
2010-03-18,0,0,0,0,2798,0,0,0,0,0,0,435,0,0,617,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19081,0,0
2010-03-19,0,0,70,0,0,0,0,1,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,138,202,0,0,0,12671,0,0
2010-03-21,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,12060,0,0
2010-03-22,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,388,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,11962,0,0
2010-03-23,24,0,28,0,0,0,0,0,325,0,0,100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54068,0,0
2010-03-24,0,1,0,0,0,0,0,0,0,0,0,259,0,0,507,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,1359,10879,0,0
2010-03-25,0,191,0,0,0,0,0,0,0,0,0,783,0,0,362,437,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,448,0,0,0,0,0,15028,0,0
2010-03-26,0,0,0,0,0,0,0,0,0,0,0,222,0,0,14,857,0,0,0,0,0,0,0,0,0,0,6434,0,0,0,0,0,0,0,0,0,0,0,0,0,13518,0,0
2010-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14628,0,0
2010-03-29,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,25223,0,0
2010-03-30,0,0,0,0,0,0,0,996,0,0,0,610,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18016,0,0
2010-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13781,0,0
2010-04-01,0,0,0,131,0,0,0,0,0,0,0,0,0,0,404,1375,0,0,0,0,0,0,0,0,0,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,13152,0,0
2010-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13233,153,0
2010-04-07,0,0,0,0,0,0,0,0,0,0,0,204,0,0,1100,462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7296,0,0,0,0,14499,0,0
2010-04-08,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,26169,0,0
2010-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1216,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,7721,0,0
2010-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,9027,0,0
2010-04-12,0,0,0,1,0,0,0,367,4,0,0,650,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10746,0,0
2010-04-13,0,0,0,0,0,0,0,0,0,0,0,6464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,265,0,0,0,0,0,9466,0,0
2010-04-14,0,0,0,0,0,0,0,0,0,0,0,628,0,0,482,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15172,0,0
2010-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,10370,0,0
2010-04-16,0,0,0,734,0,0,0,0,0,0,0,0,0,0,216,163,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,4696,0,0,0,0,9750,0,0
2010-04-18,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,4768,0,0,0,0,8036,0,0
2010-04-19,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,10,16006,0,0
2010-04-20,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,381,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,12554,0,0
2010-04-21,0,0,0,1,0,0,0,0,459,0,0,0,0,649,572,1836,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8457,0,0
2010-04-22,0,0,0,0,0,0,0,0,0,0,576,1569,0,0,8,699,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,19433,0,0
2010-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,10085,0,0
2010-04-25,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7887,0,0
2010-04-26,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17645,0,0
2010-04-27,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,23160,0,0
2010-04-28,0,0,0,412,0,0,0,0,0,0,0,0,0,0,1015,111,94,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17475,0,0
2010-04-29,0,0,0,0,0,0,0,0,0,0,0,767,0,0,7,4,0,0,0,0,473,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,835,0,0,0,15005,0,0
2010-04-30,0,798,0,0,0,0,0,0,0,0,0,520,0,0,0,151,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,15539,0,0
2010-05-02,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,89,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,0,0
2010-05-04,0,0,0,0,0,0,0,0,0,0,0,935,0,4,0,18,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,8628,0,0
2010-05-05,0,0,0,8,0,0,0,587,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15320,0,0
2010-05-06,270,0,0,0,0,0,0,0,0,0,0,1876,0,0,5506,888,0,0,0,0,0,0,0,0,0,0,11784,0,0,0,0,0,0,0,0,0,0,0,0,0,11493,0,0
2010-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22763,0,0
2010-05-09,0,0,0,38,0,0,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750,0,0
2010-05-10,0,0,49,0,0,0,0,0,0,0,0,536,0,0,166,7,0,0,0,0,336,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,14717,0,0
2010-05-11,0,0,0,0,0,0,0,0,144,0,0,593,0,370,498,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,16195,0,0
2010-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,331,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,147,0,0,0,14625,0,0
2010-05-13,0,0,0,0,0,0,0,0,0,0,0,974,0,0,436,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,36,0,33728,0,0
2010-05-14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16827,0,0
2010-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,9288,0,0
2010-05-17,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13255,0,0
2010-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,22466,0,0
2010-05-19,0,0,0,0,0,0,0,146,0,0,0,14,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771,0,0
2010-05-20,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,15066,0,0
2010-05-21,391,0,303,0,0,0,0,1,0,0,0,275,0,0,161,666,486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7912,0,0
2010-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,4402,0,0,0,9597,0,0
2010-05-24,8,0,0,0,0,0,0,0,0,0,0,358,0,0,0,387,0,0,0,0,0,0,0,0,0,0,737,0,0,0,218,0,0,0,0,0,0,0,0,0,31218,0,0
2010-05-25,0,656,0,0,0,0,0,306,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,2,0,0,0,13729,0,0
2010-05-26,0,0,0,0,0,0,0,1369,0,0,0,656,0,0,532,26,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,15651,0,0
2010-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17955,0,0
2010-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12870,0,0
2010-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,0,0
